,  35 .  10 
1983 ,  36 .  98 
1984 ,  37 .  56 
1984 ,  36 .  98 
1984 ,  36 .  98 
1982 ,  36 .  98 
1984 ,  36 .  98 
1984 ,  36 .  55 
1983 ,  36 .  98 
1981 ,  36 .  98 
1985 ,  36 .  84 
1984 ,  36 .  84 
1985 ,  36 .  84 
1977 ,  36 .  55 
1986 ,  36 .  98 
1980 ,  36 .  84 
1983 ,  37 .  71 
1984 ,  36 .  98 
1983 ,  36 .  98 
1986 ,  36 .  98 
1984 ,  36 .  98 
1975 ,  38 .   0 
1998 ,  36 .  84 
1994 ,  36 .  98 
1984 ,  36 .  98 
1986 ,  36 .  98 
1985 ,  36 .  84 
1984 ,  36 .  40 
1985 ,  36 .  98 
1986 ,  37 .  71 
1986 ,  38 .  14 
1985 ,  36 .  40 
1982 ,  36 .  84 
1983 ,  36 .  40 
1981 ,  36 .  84 
1984 ,  36 .  55 
1981 ,  36 .  98 
1982 ,  37 .  42 
1984 ,  38 .   0 
1982 ,  37 .  42 
1983 ,  37 .  56 
1984 ,  36 .  98 
1981 ,  36 .  55 
1982 ,  36 .  84 
1983 ,  36 .  84 
1982 ,  36 .  98 
1982 ,  36 .  26 
1983 ,  36 .  98 
1982 ,  37 .  42 
1982 ,  36 .  84 
1980 ,  36 .  40 
1982 ,  36 .  98 
1981 ,  37 .  42 
1982 ,  36 .  84 
1983 ,  36 .  84 
1984 ,  36 .  98 
1982 ,  36 .  98 
1981 ,  36 .  40 
1981 ,  36 .  84 
1982 ,  36 .  98 
1983 ,  36 .  98 
1983 ,  36 .  98 
1983 ,  36 .  98 
1981 ,  36 .  84 
1981 ,  36 .  84 
1982 ,  39 .  16 
1981 ,  38 .   0 
1980 ,  39 .  30 
1981 ,  36 .  98 
1981 ,  35 .  39 
1981 ,  33 .  94 
1982 ,  36 .  98 
1980 ,  36 .  98 
1981 ,  36 .  26 
1982 ,  36 .  84 
1981 ,  36 .  98 
1980 ,  36 .  26 
1981 ,  36 .  40 
1981 ,  35 .  39 
1982 ,  36 .  40 
1981 ,  36 .  26 
1982 ,  36 .  26 
1982 ,  35 .  24 
1980 ,  36 .  84 
1981 ,  35 .  97 
1982 ,  36 .  84 
1982 ,  36 .  26 
1980 ,  35 .  82 
1981 ,  35 .  82 
1981 ,  36 .  26 
1982 ,  35 .  68 
1982 ,  36 .  84 
1980 ,  36 .  40 
1982 ,  36 .  40 
1983 ,  35 .  82 
1980 ,  37 .  56 
1983 ,  35 .  10 
1981 ,  36 .  40 
1983 ,  36 .  98 
1984 ,  36 .  55 
1984 ,  36 .  26 
1986 ,  36 .  98 
1986 ,  36 .  55 
1988 ,  37 .  42 
1987 ,  36 .  98 
1989 ,  35 .  82 
1992 ,  37 .  71 
1990 ,  37 .  42 
1988 ,  36 .  84 
1986 ,  36 .  84 
1987 ,  36 .  69 
1988 ,  36 .  98 
1986 ,  36 .  55 
1986 ,  36 .  98 
1985 ,  36 .  84 
1985 ,  36 .  98 
1986 ,  36 .  98 
1984 ,  36 .  69 
1982 ,  36 .  98 
1985 ,  36 .  84 
1984 ,  36 .  98 
1985 ,  37 .  56 
1984 ,  37 .  42 
1983 ,  36 .  84 
1984 ,  35 .  82 
1984 ,  36 .  26 
1984 ,  36 .  98 
1983 ,  39 .  16 
1983 ,  36 .  84 
1985 ,  36 .  98 
1985 ,  36 .  98 
1982 ,  36 .  98 
1984 ,  38 .   0 
1984 ,  38 .   0 
1973 ,  36 .  98 
1981 ,  36 .  98 
1978 ,  37 .  56 
1984 ,  37 .  56 
1983 ,  37 .  42 
1983 ,  36 .  40 
1984 ,  36 .  98 
1981 ,  37 .  56 
1994 ,  36 .  98 
1990 ,  36 .  98 
1976 ,  35 .  82 
1986 ,  36 .  98 
1984 ,  36 .  84 
1984 ,  37 .  56 
1986 ,  36 .  98 
1983 ,  36 .  55 
1982 ,  35 .  68 
1983 ,  36 .  98 
1983 ,  37 .  71 
1984 ,  36 .  98 
1982 ,  36 .  98 
1984 ,  36 .  98 
1982 ,  36 .  98 
1982 ,  37 .  42 
1981 ,  37 .  42 
1982 ,  36 .  98 
1983 ,  36 .  98 
1983 ,  36 .  98 
1986 ,  38 .   0 
1983 ,  36 .  98 
1983 ,  36 .  55 
1982 ,  35 .  68 
1984 ,  36 .  98 
1983 ,  37 .  71 
1983 ,  36 .  98 
1982 ,  36 .  98 
1984 ,  38 .   0 
1983 ,  37 .  42 
1985 ,  36 .  98 
1981 ,  36 .  69 
1983 ,  37 .  42 
1983 ,  36 .  98 
1985 ,  37 .  71 
1984 ,  36 .  98 
1984 ,  36 .  69 
1984 ,  36 .  98 
1982 ,  37 .  71 
1984 ,  36 .  98 
1982 ,  36 .  98 
1983 ,  37 .  56 
1984 ,  36 .  98 
1983 ,  38 .   0 
1984 ,  36 .  84 
1983 ,  36 .  26 
1984 ,  39 .  30 
1984 ,  36 .  84 
1984 ,  35 .  82 
1983 ,  36 .  84 
1982 ,  36 .  98 
1983 ,  38 .   0 
1982 ,  38 .  58 
1984 ,  36 .  98 
1984 ,  36 .  26 
1985 ,  35 .  82 
1986 ,  36 .  98 
1982 ,  36 .  26 
1984 ,  35 .  68 
1982 ,  36 .  26 
1983 ,  35 .  39 
1984 ,  36 .  84 
1983 ,  36 .  55 
1984 ,  36 .  55 
1984 ,  37 .  85 
1984 ,  37 .  56 
1986 ,  35 .  24 
1985 ,  34 .  81 
1984 ,  36 .  84 
1984 ,  36 .  40 
1984 ,  36 .  40 
1985 ,  36 .  40 
1984 ,  36 .  98 
1982 ,  36 .  98 
1986 ,  36 .  84 
1984 ,  36 .  98 
1983 ,  36 .  98 
1986 ,  36 .  98 
1984 ,  36 .  98 
1985 ,  36 .  98 
1985 ,  36 .  84 
1981 ,  37 .  42 
1985 ,  36 .  98 
1985 ,  36 .  55 
1984 ,  36 .  98 
1986 ,  36 .  84 
1982 ,  36 .  26 
1985 ,  35 .  82 
1985 ,  35 .  82 
1986 ,  36 .  84 
1985 ,  36 .  84 
1984 ,  37 .  71 
1984 ,  36 .  84 
1985 ,  36 .  98 
1984 ,  35 .  82 
1985 ,  36 .  84 
1985 ,  36 .  98 
1984 ,  37 .  71 
1984 ,  36 .  98 
1985 ,  36 .  40 
1982 ,  36 .  98 
1986 ,  36 .  98 
1983 ,  36 .  55 
1978 ,  38 .  14 
1984 ,  37 .  42 
1984 ,  36 .  98 
1985 ,  37 .  42 
1985 ,  38 .   0 
1987 ,  38 .   0 
1986 ,  37 .  56 
1986 ,  36 .  98 
1985 ,  36 .  98 
1994 ,  37 .  71 
1980 ,  38 .  58 
1983 ,  36 .  84 
1977 ,  36 .  98 
1978 ,  38 .   0 
1986 ,  36 .  98 
1982 ,  36 .  98 
1985 ,  36 .  98 
1986 ,  36 .  98 
1985 ,  36 .  98 
1987 ,  37 .  42 
1988 ,  37 .  71 
1986 ,  36 .  40 
1982 ,  36 .  40 
1984 ,  37 .  56 
1986 ,  36 .  98 
1984 ,  36 .  98 
1986 ,  37 .  42 
1986 ,  38 .   0 
1984 ,  38 .   0 
1981 ,  36 .  98 
1982 ,  37 .  42 
1984 ,  36 .  98 
1985 ,  36 .  98 
1984 ,  36 .  98 
1986 ,  36 .  69 
1986 ,  36 .  55 
1984 ,  37 .  71 
1983 ,  37 .  42 
1984 ,  37 .  56 
1984 ,  37 .  56 
1984 ,  36 .  98 
1983 ,  36 .  98 
1984 ,  37 .  71 
1984 ,  38 .   0 
1982 ,  36 .  84 
1985 ,  37 .  71 
1985 ,  38 .   0 
1984 ,  36 .  98 
1983 ,  36 .  98 
